Project/township/building,Tenure,Type,Median price,Median PSF,Transactions,Unnamed:6
"TAMAN RAKANCheras, Selangor",Leasehold,Terrace House,"RM329,000",RM302,9,
"TAMAN KAMUNTING MUTIARAKamunting, Perak",Freehold,Terrace House,"RM250,000",RM192,9,
"TAMAN JAWI JAYASungai Jawi, Penang",Freehold,"Terrace House, Semi D","RM440,000",RM292,9,
"TAMAN TASIK JAYA ISenawang, Negeri Sembilan",Freehold,Terrace House,"RM250,000",RM192,9,
"BANDAR BARU BARATKampar, Perak",Leasehold,Terrace House,"RM430,000",RM247,9,
"TAMAN SRI ANGGERIKRantau, Negeri Sembilan","Freehold, Leasehold",Terrace House,"RM170,000",RM130,9,
"TAMAN BUKIT SEPANGGARKota Kinabalu, Sabah",Leasehold,Semi D,"RM1,100,000",RM270,9,
"TAMAN RENGAM JAYASimpang Rengam, Johor",Freehold,Terrace House,"RM260,000",RM164,9,
"TAMAN MEDAN PASIR SAUJANAIpoh, Perak",Freehold,Terrace House,"RM564,000",RM333,9,
"TAMAN PUTRARawang, Selangor",Leasehold,Terrace House,"RM624,510",RM501,9,
"SEKSYEN 6Petaling Jaya, Selangor",Leasehold,Bungalow,"RM1,500,000",RM278,9,
"BUKIT GITA BAYUSeri Kembangan, Selangor",Freehold,"Town House, Bungalow","RM2,300,000",RM449,9,
"TAMAN CEMPAKASARIKapar, Selangor",Leasehold,Terrace House,"RM360,000",RM264,9,
"SETIA INDAH 10Setia Alam, Selangor",Freehold,Terrace House,"RM660,000",RM468,9,
"TAMAN KLEBANG PUTRAChemor, Perak",Freehold,Terrace House,"RM230,000",RM177,9,
"TAMAN JALAI JAYA (TAMAN RHU)Kepala Batas, Kedah",Freehold,Semi D,"RM382,410",RM113,9,
"TAMAN PANTAIBatu Pahat, Johor",Freehold,"Terrace House, Semi D","RM348,000",RM149,9,
"TAMAN BEGIA JAYA (TAMAN SEJAHTERA)Sik, Kedah",Freehold,Terrace House,"RM220,000",RM146,9,
"TAMAN SRI WANGSABatu Pahat, Johor",Freehold,Terrace House,"RM400,000",RM254,9,
"DESA AMANCheras, Kuala Lumpur",Freehold,"Semi D, Terrace House","RM830,000",RM504,9,
"TAMAN NORAUlu Tiram, Johor",Freehold,Terrace House,"RM253,000",RM335,9,
"P/L 107142/ PRIMA PERSEKUTUANKuantan, Pahang",Leasehold,Terrace House,"RM280,860",RM204,9,
"BANDAR PUTRA BERTAM - CASA INNOVAKepala Batas, Penang",Freehold,Terrace House,"RM480,000",RM312,9,
"SOUTHBAY RESIDENCEBatu Maung, Penang",Freehold,Terrace House,"RM1,280,000",RM712,9,
"TAMAN BUKIT BIDORBidor, Perak",Leasehold,Terrace House,"RM245,000",RM149,9,
"VILLA PALMA KENINGAUKeningau, Sabah",Leasehold,Terrace House,"RM315,000",RM162,9,
"TAMAN IDAMANSimpang Ampat, Penang",Freehold,"Semi D, Terrace House","RM500,000",RM269,9,
"TAMAN MESRAKulai, Johor",Freehold,Terrace House,"RM288,000",RM310,9,
"TAMAN KELADI 2Sungai Petani, Kedah",Freehold,"Terrace House, Semi D","RM245,000",RM114,9,
"TAMAN ARKIDMenglembu, Perak",Leasehold,Terrace House,"RM200,000",RM188,9,
"TABUAN PARKKuching, Sarawak",Leasehold,Semi D,"RM750,000",RM215,9,
"TAMAN BUKIT GEMILANGSkudai, Johor",Leasehold,Terrace House,"RM480,000",RM312,9,
"TAMAN SRI BAKRI IIIMuar, Johor",Freehold,"Semi D, Terrace House","RM460,000",RM299,9,
"TAMAN BERCHAM PERMAIIpoh, Perak",Freehold,Terrace House,"RM568,930",RM303,9,
"SETIA IMPIAN 2Setia Alam, Selangor",Freehold,Terrace House,"RM590,000",RM484,9,
"TAMAN LAPANGAN HARTAMASIpoh, Perak",Leasehold,"Terrace House, Semi D","RM498,000",RM239,9,
"TAMAN BERTUAHIpoh, Perak",Leasehold,Terrace House,"RM220,000",RM185,9,
"TAMAN TIARA EASTSemenyih, Selangor",Freehold,Terrace House,"RM585,000",RM348,9,
"JALAN JELUTONG BARATSarikei, Sarawak",Leasehold,"Terrace House, Semi D","RM399,500",RM121,9,
"TAMAN MAZNAHKlang, Selangor",Freehold,Terrace House,"RM385,000",RM250,9,
"TAMAN BUKIT SUNGAI LONGBandar Sungai Long, Selangor",Freehold,"Semi D, Terrace House","RM1,150,000",RM454,9,
"SERI PELINDUNG IKuantan, Pahang",Freehold,Terrace House,"RM250,000",RM250,9,
"SUMMER PARKMasai, Johor",Freehold,Town House,"RM255,000",RM255,9,
"BANDAR PULAI JAYASimpang Pulai, Perak",Leasehold,"Terrace House, Semi D","RM340,000",RM179,9,
"JALAN PISANGKuching, Sarawak",Leasehold,"Terrace House, Bungalow","RM580,000",RM166,9,
"TAMAN MEWAHIpoh, Perak",Leasehold,Terrace House,"RM240,000",RM187,9,
"TAMAN ARKIDSungai Petani, Kedah",Freehold,"Semi D, Terrace House","RM220,000",RM152,9,
"TAMAN PAHLAWANTelok Panglima Garang, Selangor",Freehold,Terrace House,"RM367,000",RM280,9,
"TAMAN ASTANA HEIGHTSSandakan, Sabah",Leasehold,Semi D,"RM720,000",RM249,9,
"BANDAR IOI BAHAURompin, Negeri Sembilan",Freehold,"Semi D, Terrace House","RM553,800",RM210,9,
"TAMAN RASAH JAYA IIIRasah, Negeri Sembilan",Freehold,Terrace House,"RM300,000",RM193,9,
"TAMAN TASEKJohor Bahru, Johor",Freehold,"Semi D, Terrace House","RM500,000",RM272,9,
"TAMAN MEWAHSungai Petani, Kedah",Freehold,"Semi D, Terrace House","RM320,000",RM123,9,
"TAMAN DESA MASRawang, Selangor",Leasehold,Terrace House,"RM400,000",RM331,9,
"TAMAN SELAYANG UTAMASelayang, Selangor",Leasehold,"Semi D, Terrace House","RM670,000",RM454,9,
"TAMAN DAGANG JAYAAmpang, Selangor",Freehold,"Terrace House, Semi D","RM420,000",RM529,9,
"TAMAN SUHIMA BAL 3Tawau, Sabah",Leasehold,Terrace House,"RM190,000",RM230,9,
"TAMAN KLANG PERDANAKapar, Selangor",Leasehold,Terrace House,"RM340,000",RM261,9,
"TAMAN KOTACheras, Selangor",Leasehold,Terrace House,"RM400,000",RM335,9,
"TAMAN PERUDA UTAMASungai Petani, Kedah",Freehold,Terrace House,"RM223,500",RM160,9,
"TAMAN DESA AMANParit Buntar, Perak",Freehold,Terrace House,"RM242,000",RM158,9,
"Taman MawarPasir Gudang, Johor",Leasehold,Flat,"RM140,000",RM203,9,
"Taman MawarSandakan, Sabah",Leasehold,Flat,"RM110,000",RM197,9,
"Tebrau City ResidencesTebrau, Johor",Freehold,Service Residence,"RM400,000",RM295,9,
"Sri TanjungPuchong, Selangor",Freehold,Apartment,"RM360,000",RM360,9,
"Mahsuri ApartmentsSetiawangsa, Kuala Lumpur",Freehold,Apartment,"RM350,000",RM419,9,
"Desaria VillaPuchong, Selangor",Leasehold,Condominium,"RM190,000",RM186,9,
"Sri Impian ApartmentAyer Itam, Penang",Leasehold,Apartment,"RM295,000",RM421,9,
"Titiwangsa ApartmentJohor Bahru, Johor",Leasehold,Apartment,"RM250,000",RM237,9,
"Teratak MuhibbahTaman Desa, Kuala Lumpur",Leasehold,Apartment,"RM200,000",RM327,9,
"Selesa Puteri CondominiumSkudai, Johor",Freehold,Condominium,"RM260,000",RM260,9,
"Sierra ResidencyBandar Kinrara, Selangor",Freehold,Condominium,"RM405,000",RM420,9,
"Mutiara Perdana 2Bayan Lepas, Penang",Freehold,Apartment,"RM190,000",RM361,9,
"Windmill upon HillsBentong, Pahang",Freehold,Service Residence,"RM645,000",RM956,9,
"Taman Suria JayaKuching, Sarawak",Leasehold,Flat,"RM105,000",RM170,9,
"Pangsapuri Seri NipahUSJ, Selangor",Leasehold,Flat,"RM150,000",RM201,9,
"Subang Perdana Goodyear Court 3Subang Jaya, Selangor",Freehold,Apartment,"RM295,000",RM315,9,
"MIDLANDS PARKPulau Tikus, Penang",Freehold,Terrace House,"RM2,000,000","RM1,199",1,
"KAMPUNG BAHAGIASungai Siput, Perak",Leasehold,Bungalow,"RM90,000",RM21,1,
"TAMAN BUKIT PANCHOR VILLANibong Tebal, Penang",Freehold,Bungalow,"RM1,180,000",RM197,1,
"TAMAN BESTARISenggarang, Johor",Freehold,Terrace House,"RM200,000",RM130,1,
"TAMAN CHANGKAT BARUTeluk Intan, Perak",Freehold,Semi D,"RM400,000",RM137,1,
"TAMAN SUNG HONGKuching, Sarawak",Leasehold,Terrace House,"RM620,000",RM135,1,
"P/L 4515 (JENDERAM HULU)Dengkil, Selangor",Freehold,Terrace House,"RM705,800",RM321,1,
"TAMAN CEMERLANG (PENDANG)Pendang, Kedah",Freehold,Semi D,"RM355,300",RM139,1,
"CEMERLANGKuantan, Pahang",Freehold,Terrace House,"RM405,000",RM289,1,
"TAMAN PD ERAPort Dickson, Negeri Sembilan",Freehold,Terrace House,"RM240,000",RM95,1,
"TAMAN MELOR (K.S.M) FASA 3 & 4Sungai Petani, Kedah",Freehold,Semi D,"RM400,000",RM140,1,
"PERUMAHAN ASTANA PERMAIKuantan, Pahang",Leasehold,Semi D,"RM593,000",RM212,1,
"JALAN IRRAWADDYGeorgetown, Penang",Freehold,Terrace House,"RM1,150,000",RM767,1,
"TAMAN SRI DESASimpang Pertang, Negeri Sembilan",Leasehold,Terrace House,"RM40,000",RM33,1,
"COMFORT LIFESTYLEKuching, Sarawak",Leasehold,Semi D,"RM780,000",RM204,1,
"TAMAN IKHLASTeluk Intan, Perak",Leasehold,Terrace House,"RM260,000",RM186,1,
"UNILODGEKota Samarahan, Sarawak",Freehold,Terrace House,"RM320,000",RM195,1,
"TAMAN SRI HARAPANKupang, Kedah",Leasehold,Terrace House,"RM95,000",RM80,1,
"TAMAN MELUR FASA 1Serdang, Kedah",Freehold,Semi D,"RM450,000",RM189,1,
"TAMAN SETAR 2Alor Setar, Kedah",Freehold,Semi D,"RM790,000",RM262,1,
"SEKILAU INDAHKuantan, Pahang",Freehold,Terrace House,"RM400,000",RM286,1,
"TAMAN KRISTALMentakab, Pahang",Freehold,Terrace House,"RM320,000",RM98,1,
"TAMAN PUTERI - POKOK SENAPokok Sena, Kedah",Freehold,Semi D,"RM292,000",RM104,1,
"TAMAN PELANDOK JAYAJimah, Negeri Sembilan",Freehold,Terrace House,"RM260,000",RM167,1,
"TAMAN PENGKALAN SENTOSATaiping, Perak",Freehold,Terrace House,"RM360,000",RM277,1,
"TAMAN SEMPURNA JAYA (BROGA NIA HOMES)Semenyih, Selangor",Freehold,Terrace House,"RM610,000",RM436,1,
"RUMAH MURAH BERAPITBukit Mertajam, Penang",Leasehold,Terrace House,"RM100,000",RM97,1,
"TAMAN HOME MARTKuching, Sarawak",Leasehold,Terrace House,"RM200,000",RM113,1,
"TAMAN SRI LANGAT 2Kajang, Selangor",Freehold,Terrace House,"RM590,000",RM329,1,
"RPT ULU BUNTONGIpoh, Perak",Leasehold,Bungalow,"RM280,000",RM78,1,
"JALAN SILIBINIpoh, Perak",Freehold,Semi D,"RM220,000",RM77,1,
"TAMAN PERMAIPURABedong, Kedah",Freehold,Terrace House,"RM240,000",RM201,1,
"FETTES AVENUE 2Tanjong Tokong, Penang",Freehold,Terrace House,"RM625,000",RM531,1,
"TAMAN PINANG GADINGSikamat, Negeri Sembilan",Leasehold,Semi D,"RM380,000",RM155,1,
"HOME GARDENMiri, Sarawak",Leasehold,Semi D,"RM650,000",RM186,1,
"DESA PERMAI SIKAMATAmpangan, Negeri Sembilan",Freehold,Bungalow,"RM300,000",RM56,1,
"TAMAN SIMPANG BAKTISimpang, Perak",Leasehold,Terrace House,"RM260,000",RM186,1,
"TAMAN PADANG PERMAIKuantan, Pahang",Freehold,Terrace House,"RM138,000",RM138,1,
,Freehold,Terrace House,"RM390,000",RM224,1,
"TAMAN KRISTAL FASA 3Sungai Petani, Kedah",Freehold,Semi D,"RM350,000",RM125,1,
"TAMAN PANDAN JAYA 2 - TR 558Rengit, Johor",Freehold,Terrace House,"RM170,000",RM221,1,
"TAMAN INDAH FASA 1Kuah, Kedah",Freehold,Terrace House,"RM250,000",RM228,1,
"KAMPUNG DATO' ABD. RAHMAN YASSINKluang, Johor",Leasehold,Bungalow,"RM240,000",RM40,1,
"TAMAN DESA JANA IIAKamunting, Perak",Leasehold,Semi D,"RM400,000",RM222,1,
"TAMAN AZBASri Aman, Sarawak",Leasehold,Semi D,"RM100,000",RM19,1,
"SRI PELINDUNG IIKuantan, Pahang",Freehold,Terrace House,"RM360,000",RM234,1,
"KAMPUNG TUPONG TENGAHKuching, Sarawak",Freehold,Bungalow,"RM435,000",RM110,1,
"KAMPUNG LOMBONGTanjong Duabelas, Selangor",Leasehold,Semi D,"RM450,000",RM179,1,
"TAMAN HARTAMAS FASA 2Tuaran, Sabah",Leasehold,Terrace House,"RM348,000",RM251,1,
"TAMAN KOPERASI BUKIT MENDITriang, Pahang",Freehold,Terrace House,"RM130,000",RM161,1,
"TAMAN PINGGIRAN UMKJeli, Kelantan",Freehold,Terrace House,"RM270,000",RM193,1,
"TAMAN CHATIN MAJUMentakab, Pahang",Freehold,Terrace House,"RM175,000",RM159,1,
"TAMAN BButterworth, Penang",Freehold,Terrace House,"RM430,000",RM349,1,
"TAMAN ENG SENGBukit Mertajam, Penang",Freehold,Terrace House,"RM600,000",RM246,1,
"HUA JOO PARKKuching, Sarawak",,Semi D,"RM550,000",RM166,1,
"TAMAN PESAKATeluk Intan, Perak",Leasehold,Terrace House,"RM180,000",RM136,1,
"TAMAN KUANG INDAHSungai Bakap, Penang",Freehold,Terrace House,"RM475,000",RM318,1,
"BUKIT SEPUTEHSeputeh, Kuala Lumpur",Freehold,Terrace House,"RM1,100,000",RM701,1,
"TAMAN ELEANORIpoh, Perak",Freehold,Terrace House,"RM313,000",RM191,1,
"TAMAN BUKIT MASKamunting, Perak",Freehold,Terrace House,"RM260,000",RM169,1,
"KAMPUNG TUTUS HILIRMukah, Sarawak",Freehold,Bungalow,"RM20,000",RM9,1,
"TAMAN TANMING MAJUKajang, Selangor",Freehold,Semi D,"RM960,000",RM364,1,
"TAMAN UTAMAPadang Rengas, Perak",Freehold,Terrace House,"RM75,000",RM78,1,
"TAMAN MAK MANDIN JAYA (SEC. 3)Butterworth, Penang",Freehold,Terrace House,"RM850,000",RM711,1,
"JALAN BUNGA KACA PIRINGTanjong Tokong, Penang",Freehold,Semi D,"RM2,350,000",RM560,1,
"TAMAN LUKUT PERMAILukut, Negeri Sembilan",Freehold,Semi D,"RM400,000",RM91,1,
"TAMAN BUKIT PERDANAPort Dickson, Negeri Sembilan",Freehold,Terrace House,"RM200,000",RM134,1,
"KAMPUNG GUGUPTaiping, Perak",Leasehold,Bungalow,"RM130,000",RM36,1,
,Freehold,Terrace House,"RM320,000",RM200,1,
"TAMAN CASSIARawang, Selangor",Freehold,Terrace House,"RM1,090,000",RM454,1,
"TAMAN DESA KIARA (SBLH DESA SERAYA)Alor Setar, Kedah",Freehold,Terrace House,"RM240,000",RM219,1,
"KAMPUNG TEMBIOHKota Tinggi, Johor",Leasehold,Bungalow,"RM300,000",RM86,1,
"GALING KECILKuantan, Pahang",Freehold,Terrace House,"RM260,000",RM170,1,
"FUYI GARDENKuching, Sarawak",,,"RM530,000",RM164,1,
"RUMAH AWAM BUKIT BERINGINMasjid Tanah, Melaka",Leasehold,Terrace House,"RM120,000",RM114,1,
"KAMPONG SUNGAI MASINBatang Kali, Selangor",Leasehold,Bungalow,"RM250,000",RM49,1,
"TAMAN KANGAR 1Kangar, Perlis",Freehold,Semi D,"RM300,000",RM125,1,
"TAMAN SENTOSAGelugor, Penang",Freehold,Bungalow,"RM1,939,800",RM715,1,
"TAMAN EMASKuala Lipis, Pahang",Freehold,Terrace House,"RM140,000",RM140,1,
"KAMPUNG GHAFAR BABATanjong Kling, Melaka",Freehold,Bungalow,"RM90,000",RM8,1,
"TAMAN BAKTI 2Port Dickson, Negeri Sembilan",Freehold,Bungalow,"RM550,000",RM84,1,
"TAMAN MEWAH SENAISenai, Johor",Freehold,Terrace House,"RM40,000",RM55,1,
"TAMAN EMAS TAKAPANBeaufort, Sabah",Leasehold,Terrace House,"RM290,000",RM73,1,
"TAMAN SRI MERBAUSepang, Selangor",,Terrace House,"RM38,000",RM27,1,
"TAMAN NONG CHIKPontian, Johor",Freehold,Terrace House,"RM500,000",RM325,1,
"TAMAN JOHANAlor Setar, Kedah",Freehold,,"RM450,000",RM204,1,
"SERENE LUAKMiri, Sarawak",Leasehold,Terrace House,"RM540,000",RM236,1,
"SKY GARDEN 2Kuching, Sarawak",Leasehold,Terrace House,,RM165,1,
"TAMAN SUNGAI PETAI BAHAGIASungei Petai, Melaka",Freehold,Terrace House,"RM270,000",RM175,1,
"TAMAN SRI EMAS IV - TR 298Muar, Johor",Freehold,Terrace House,"RM200,000",RM130,1,
"KAMPUNG BARU LEMBAH PANTAITanjong Karang, Selangor",Leasehold,Bungalow,"RM160,000",RM17,1,
"SRI IIPekan, Pahang",Freehold,Terrace House,"RM210,000",RM43,1,
"TAMAN SRI CEMPAKAKamunting, Perak",Leasehold,Terrace House,"RM260,000",RM249,1,
"JERNIH RESIDENSIBukit Mertajam, Penang",Freehold,Semi D,"RM870,000",RM307,1,
"TAMAN TANJUNG BARU - TR 18Muar, Johor",Freehold,Terrace House,"RM235,000",RM321,1,
"PERUMAHAN PERMATANG SHAHBANDARChenor, Pahang",Leasehold,Terrace House,"RM270,000",RM88,1,
"TAMAN MIN AUNSitiawan, Perak",Freehold,Terrace House,"RM250,000",RM70,1,
"GALINGKuantan, Pahang",Freehold,Terrace House,"RM200,000",RM86,1,
"JALAN SATOKKuching, Sarawak",Freehold,,"RM1,100,000",RM125,1,
"TAMAN SERI IMPIANSemenyih, Selangor",Freehold,Terrace House,"RM555,000",RM125,1,
"TAMAN AUR, PEL. KLANGKlang, Selangor",,Terrace House,"RM650,000",RM405,1,
"TAMAN JENDERAM PERMAIDengkil, Selangor",Freehold,Terrace House,"RM660,000",RM190,1,
"TAMAN KENARI EMASSungai Petani, Kedah",Freehold,Terrace House,"RM428,000",RM120,1,
"TAMAN KELADI INDAHKepala Batas, Penang",Freehold,Terrace House,"RM470,000",RM349,1,
"DESA KUALA GARINGRawang, Selangor",Leasehold,Terrace House,"RM75,000",RM63,1,
"TAMAN JERAI SEJAHTERAGurun, Kedah",Freehold,Semi D,"RM280,000",RM80,1,
"TAMAN DESA MOLEKPontian, Johor",Freehold,Terrace House,"RM380,000",RM292,1,
"TAMAN BUKIT INTANKuala Pilah, Negeri Sembilan",Leasehold,Terrace House,"RM150,000",RM137,1,
"TAMAN TAMBAK PAYA INDAHAyer Molek, Melaka",Freehold,Terrace House,"RM250,000",RM142,1,
"JALAN FOOCHOWSri Aman, Sarawak",Freehold,Bungalow,,RM34,1,
"TAMAN NIBONG TEBAL JAYANibong Tebal, Penang",Freehold,Terrace House,"RM300,000",RM223,1,
"RPT JELAPANG TAMBAHAN (BARU)Ipoh, Perak",Leasehold,Bungalow,"RM600,000",RM94,1,
"PUNCAK PERDANACheras, Selangor",Freehold,Semi D,"RM1,600,000",RM470,1,
"RUMAH MURAH SIMPANG MORIBBanting, Selangor",Leasehold,Terrace House,"RM400,000",RM141,1,
"TAMAN ANEKA JAYA 46Kuantan, Pahang",Freehold,Terrace House,"RM255,000",RM157,1,
"P/L 101669Kuantan, Pahang",Freehold,Terrace House,"RM270,000",RM193,1,
"TAMAN SUNGAI JELOKKajang, Selangor",Freehold,Terrace House,"RM360,000",RM219,1,
"TAMAN WIRAMAS - TR. 818Batu Pahat, Johor",Freehold,Semi D,"RM382,585",,1,
"TAMAN JASMINTriang, Pahang",Freehold,Terrace House,"RM385,000",RM269,1,
"TAMAN JANA HARMONIKamunting, Perak",Leasehold,Terrace House,"RM350,000",RM208,1,
"KAMPUNG BUKIT MERBAHSeremban, Negeri Sembilan",Freehold,Bungalow,"RM550,000",RM60,1,
"TAMAN BAHAGIA (JITRA)Jitra, Kedah",Freehold,Terrace House,"RM200,000",RM143,1,
"TAMAN JEMAPOHKuala Pilah, Negeri Sembilan",Leasehold,Terrace House,"RM96,000",RM87,1,
"TAMAN MALURI (TEMIN)Temin, Kedah",Freehold,Terrace House,"RM200,000",RM154,1,
"TAMAN SUNGAI RAMBAI PERMAISungai Rambai, Melaka",Freehold,Semi D,"RM349,000",RM95,1,
"TAMAN BERTAM SAUJANAKepala Batas, Penang",Freehold,Terrace House,"RM570,000",RM274,1,
"KAMPUNG KEMUNTINGBintulu, Sarawak",Freehold,Bungalow,"RM80,000",RM30,1,
"TAMAN MOLEK-TR 408Parit Jawa, Johor",Freehold,Semi D,"RM410,000",RM168,1,
"TAMAN INDAH JAYA/DESA INDAHSungai Petani, Kedah",Freehold,Terrace House,"RM240,000",RM150,1,
"TAMAN INDAH TAPAH ROADTapah, Perak",Leasehold,Terrace House,"RM190,000",RM136,1,
"TAMAN PINGGIR TANJUNG DAMAIIpoh, Perak",Freehold,Terrace House,"RM350,000",RM269,1,
"TAMAN HIDAYAH(PEC LOT 840)Alor Setar, Kedah",Freehold,Terrace House,"RM390,000",RM279,1,
"TAMAN BUKIT MAKMURSungai Lalang, Kedah",Freehold,Terrace House,"RM230,000",RM220,1,
"TAMAN PADIMASSungai Petani, Kedah",Freehold,Semi D,"RM250,000",,1,
"MENGKUANG HEIGHTSKubang Semang, Penang",Freehold,Bungalow,"RM450,000",RM112,1,
"COLLEGE HEIGHTS GARDEN RESORT (PAJAM)Mantin, Negeri Sembilan",Freehold,Bungalow,"RM650,000",RM60,1,
"TAMAN PUNCAK JELAPANG INDAHIpoh, Perak",Leasehold,Terrace House,"RM330,000",RM281,1,
"SINIAWAN VILLABau, Sarawak",Leasehold,Terrace House,,RM55,1,
"TAMAN DESA MURNI / TAMAN DESA 3Muar, Johor",Freehold,Terrace House,"RM550,000",RM321,1,
"TAMAN MAJUKlang, Selangor",Freehold,Terrace House,"RM400,000",RM219,1,
"TAMAN IXORA (SAGUMPAS JAYA)Mentakab, Pahang",Freehold,Terrace House,"RM358,000",RM256,1,
"RUMAH PEKERJA LOMBONG AIR HITAMDengkil, Selangor",Leasehold,Bungalow,"RM170,000",RM50,1,
"MEDAN TAMBUNIpoh, Perak",Freehold,Bungalow,"RM1,980,000",RM171,1,
"TAMAN SHAHBANDARRaub, Pahang",Leasehold,Bungalow,"RM400,000",RM100,1,
"RPT KAMUNTING BARUKamunting, Perak",Leasehold,Bungalow,"RM140,000",RM33,1,
"RIDGE GARDENKuching, Sarawak",Leasehold,Semi D,"RM780,000",RM217,1,
"GREEN ACRES 2Kuching, Sarawak",Leasehold,Terrace House,"RM490,000",RM242,1,
"CYBERIA CRESCENT 1Cyberjaya, Selangor",Freehold,Town House,"RM295,000",RM172,1,
"TAMAN DE GREENS KAMPARKampar, Perak",Leasehold,Semi D,"RM420,000",RM183,1,
"TAMAN KEMBARA IIKapar, Selangor",Freehold,Terrace House,"RM455,000",RM250,1,
"TAMAN BUNGA RAMPAIKuching, Sarawak",Leasehold,Terrace House,"RM180,000",,1,
"SRI DAMAI PERDANAKuantan, Pahang",Freehold,Terrace House,"RM300,000",RM102,1,
"PT YAANI LOCAL COUNCILBatu Pahat, Johor",Freehold,Bungalow,"RM300,000",RM67,1,
"TAMAN SUNGAI JAWISungai Jawi, Penang",Freehold,Terrace House,"RM425,000",RM387,1,
"MERDANG BARUKota Samarahan, Sarawak",Freehold,Terrace House,"RM100,000",RM35,1,
"TAMAN TASIK INDAH MEWAHBatu Caves, Kuala Lumpur",Leasehold,Semi D,"RM2,608,000",RM739,1,
"TAMAN SRI PELINDUNG JAYAKuantan, Pahang",Freehold,Semi D,"RM850,000",RM141,,
"TAMAN ASOKAMantin, Negeri Sembilan",Leasehold,Terrace House,"RM175,000",RM134,1,
"JALAN SERAISibu, Sarawak",Leasehold,Terrace House,"RM500,000",RM176,1,
"TAMAN HAJI RAMLIKuching, Sarawak",Leasehold,Terrace House,"RM280,000",RM155,1,
"TAMAN NABIRA (JALAN HUTAN KAMPUNG)Alor Setar, Kedah",Freehold,Semi D,"RM360,000",RM129,1,
"TAMAN BUKIT JAYASemenyih, Selangor",Freehold,Terrace House,"RM385,000",RM233,1,
"TAMAN DESA GOMBAKSetapak, Kuala Lumpur",Freehold,Terrace House,"RM615,000",RM433,1,
"RUMAH RAKYAT MANTINMantin, Negeri Sembilan",Leasehold,Terrace House,"RM105,000",RM103,1,
"BEVERLY THOMPSON RESIDENCEIpoh, Perak",Freehold,Semi D,"RM1,900,000",RM319,1,
"KAMPUNG NONOK ULUAsajaya, Sarawak",Freehold,Bungalow,"RM26,000",RM4,1,
"TAMAN SPPK SEGAMBUTDutamas, Kuala Lumpur",Freehold,Terrace House,"RM490,000",RM350,1,
"KAMPUNG BARU RASAHRasah, Negeri Sembilan",Freehold,Terrace House,"RM200,000",RM158,1,
"PECAHAN PT 9820Taiping, Perak",Leasehold,Terrace House,"RM295,000",RM211,,
"TAMAN SEJATI (P/L 16055)Sitiawan, Perak",Freehold,Terrace House,"RM250,000",RM192,1,
"TAMAN PADI EMAS 3Alor Setar, Kedah",Freehold,Terrace House,"RM500,000",RM357,1,
"RPA KANGAR (PEC. LOT 102)Kangar, Perlis",Leasehold,Terrace House,"RM18,844",RM9,1,
"TAMAN MUTIARA - SIKSik, Kedah",Freehold,Terrace House,"RM130,000",RM96,1,
"TAMAN JANTINGKuching, Sarawak",Leasehold,Semi D,"RM540,000",RM133,1,
"TAMAN GREENLAST SEJAHTERA IIKuantan, Pahang",Leasehold,Terrace House,"RM400,000",RM74,1,
"TAMAN SERAI MAYANGBagan Serai, Perak",Freehold,Semi D,"RM300,000",RM100,1,
"(126A)JENIANG-SIKSik, Kedah",Leasehold,Terrace House,"RM130,000",RM123,1,
"SETAPAK INDAH JAYASetapak, Kuala Lumpur",Leasehold,Terrace House,"RM480,000",RM363,1,
"TAMAN SRI BAYU (KT-35) K. IBAIKuala Ibai, Terengganu",Freehold,Semi D,"RM420,000",RM182,,
"RPA MANONG IManong, Perak",Leasehold,Terrace House,"RM55,000",RM54,1,
"TAMAN SINDOPenampang, Sabah",Leasehold,Terrace House,"RM960,000",RM282,1,
"TAMAN BUKIT RAWANG JAYA IIRawang, Selangor",Freehold,Terrace House,"RM495,000",RM301,1,
"TAMAN PERMAI - TR 52 SRI GADINGBatu Pahat, Johor",Freehold,Terrace House,"RM240,000",RM143,1,
"TAMAN GEMILANG HARMONIBatu Pahat, Johor",Freehold,Terrace House,"RM390,000",RM126,1,
"TAMAN SEDAPBatu Pahat, Johor",Freehold,Terrace House,"RM258,000",RM168,1,
"TAMAN TERATAI JAYABatu Pahat, Johor",Freehold,Terrace House,"RM260,000",RM158,1,
"TAMAN INSPIRA - TR159Batu Pahat, Johor",Freehold,Terrace House,"RM300,000",RM199,1,
"DESA TIARAJalan Klang Lama (Old Klang Road), Kuala Lumpur",Freehold,Semi D,"RM2,350,000",RM843,1,
"TAMAN GOODWOODJalan Klang Lama (Old Klang Road), Kuala Lumpur",Freehold,Terrace House,"RM800,000",RM499,1,
"TAMAN BAHAGIABatu Pahat, Johor",Freehold,Terrace House,"RM220,000",RM143,1,
"KEMENSAH RESIDENCYUlu Klang, Selangor",Freehold,Bungalow,"RM3,180,000",RM453,1,
